smiles,canonical_smiles,inchi_key,pka,task,source,temperature,method,split,notes
N1(=C(NC(=C1C)C)C2(=CC=CC=C2)),N1(=C(NC(=C1C)C)C2(=CC=CC=C2)),VRGWNMQXSXRSTC-UHFFFAOYSA-N,7.0,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O(C=1(C=3(C(N=C2(C=1C=CC=C2))=CC=CC=3)))C,O(C=1(C=3(C(N=C2(C=1C=CC=C2))=CC=CC=3)))C,ZHBWKWDAMIJZPW-UHFFFAOYSA-N,7.0,basic,RES200_Opt1_basic,20.0,potentiometric,train,
N(=C1(C(C=2(C=CC=CC=2(C1(C)C)))(C)C))C,N(=C1(C(C=2(C=CC=CC=2(C1(C)C)))(C)C))C,ZSVHESCZOFKWOB-UHFFFAOYSA-N,7.0,basic,RES200_Opt1_basic,20.0,potentiometric,train,
O=CCCC(OC1(OC(C(N(C)C)C(C1O)O)C))C(O)C,O=CCCC(OC1(OC(C(N(C)C)C(C1O)O)C))C(O)C,FRKICWJNYFWWMS-UHFFFAOYSA-N,7.0,basic,RES200_Opt1_basic,,potentiometric,train,
[O-]C1(=[N+]2(C(=CC=C1)C3(CN(CCC=C)CC(C2)C3))),[O-]C1(=[N+]2(C(=CC=C1)C3(CN(CCC=C)CC(C2)C3))),ZVTFRRVBMAUIQW-UHFFFAOYSA-O,7.0,basic,RES200_Opt1_basic,,potentiometric,train,
S(C2(=C(C1(=NC(C)=C(N1)C))C=CC=C2))CC3(=CC=CC=C3),S(C2(=C(C1(=NC(C)=C(N1)C))C=CC=C2))CC3(=CC=CC=C3),NPXDCAQATGZREU-UHFFFAOYSA-N,7.0,basic,RES200_Opt1_basic,25.0,potentiometric,train,
[Br]CCN(CC)CC,[Br]CCN(CC)CC,WRYDGMWSKBGVHS-UHFFFAOYSA-N,7.0,basic,RES200_Opt1_basic,20.0,potentiometric,train,
N(N)(CCC)CCC,N(N)(CCC)CCC,ZHHHDUSWMATTFE-UHFFFAOYSA-N,7.0,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O=C([O-])C=1(N(C=C(C=1)N)C),O=C([O-])C=1(N(C=C(C=1)N)C),MUEOQEUSJMFYHV-UHFFFAOYSA-N,7.0,basic,RES200_Opt1_basic,,potentiometric,train,
N1(=C(NC=2(C1=CC3(=CC=CC=C3(C=2))))N),N1(=C(NC=2(C1=CC3(=CC=CC=C3(C=2))))N),PKAMQIFKTSHCLX-UHFFFAOYSA-N,7.01,basic,RES200_Opt1_basic,20.0,potentiometric,train,
N#CCCN(C)C,N#CCCN(C)C,MTPJEFOSTIKRSS-UHFFFAOYSA-N,7.01,basic,RES200_Opt1_basic,28.0,mean from 2,train,
O=C(OCCN(CC=C)CC=C)C(=C)C,O=C(OCCN(CC=C)CC=C)C(=C)C,RMUFSHQPVKCSQY-UHFFFAOYSA-N,7.02,basic,RES200_Opt1_basic,25.0,mean from 3,train,
N#CC1(C(N(C)C)CCC1),N#CC1(C(N(C)C)CCC1),OJZYSLZVUVYYKP-UHFFFAOYSA-N,7.02,basic,RES200_Opt1_basic,25.0,mean from 2,train,
OC4(C(C)(C)C)(CC2(N(CC(C1(=CC=CC=C1))C3(=C2C=CC=C3))CC4)),OC4(C(C)(C)C)(CC2(N(CC(C1(=CC=CC=C1))C3(=C2C=CC=C3))CC4)),UXKLVVLXBLXQBO-UHFFFAOYSA-N,7.03,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O(CC1(=NC(C)=CN1))C,O(CC1(=NC(C)=CN1))C,OVZPHMMOODVNTA-UHFFFAOYSA-N,7.03,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N=1(C(=CNC=1)C(C2(=C(C(=CC=C2)C)C))C),N=1(C(=CNC=1)C(C2(=C(C(=CC=C2)C)C))C),CUHVIMMYOGQXCV-UHFFFAOYSA-N,7.04,basic,RES200_Opt1_basic,25.0,potentiometric,train,
OCC1(=NC=CN1CCC),OCC1(=NC=CN1CCC),GMYMEKBDZLQAAN-UHFFFAOYSA-N,7.04,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O=C([O-])C1(=C2(C=CC=C1COCCOCC3(=CN=C(COCCOC2)N3))),O=C([O-])C1(=C2(C=CC=C1COCCOCC3(=CN=C(COCCOC2)N3))),REMPLTDAWPLPSU-UHFFFAOYSA-N,7.05,basic,RES200_Opt1_basic,25.0,potentiometric,train,
SCC(N)C(=O)NC(C(=O)O)CC(=O)N,SCC(N)C(=O)NC(C(=O)O)CC(=O)N,BZIRUSZNRWPIQH-UHFFFAOYSA-N,7.05,basic,RES200_Opt1_basic,18.0,potentiometric,train,
O1(CCN(CC=C)CC1),O1(CCN(CC=C)CC1),SUSANAYXICMXBL-UHFFFAOYSA-N,7.05,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N(N(CCC)C)(CCC)C,N(N(CCC)C)(CCC)C,IZJJWKLBXLDHFY-UHFFFAOYSA-N,7.05,basic,RES200_Opt1_basic,25.0,potentiometric,train,
ON=C(N)C(N)CC1(=CC=CC=C1),ON=C(N)C(N)CC1(=CC=CC=C1),VBSYOHXLYBWJNN-UHFFFAOYSA-N,7.06,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O=C(NN)C(N)CC1(=CC=CC=C1),O=C(NN)C(N)CC1(=CC=CC=C1),JUUORJJZTUWRRO-UHFFFAOYSA-N,7.06,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O=C(C(CC)C)CCN1(CCOCC1),O=C(C(CC)C)CCN1(CCOCC1),NNCDUQAVGGXCNB-UHFFFAOYSA-N,7.07,basic,RES200_Opt1_basic,30.0,potentiometric,train,
N1(=CNC=C1),N1(=CNC=C1),RAXXELZNTBOGNW-UHFFFAOYSA-N,7.07,basic,RES200_Opt1_basic,25.0,mean from 15,train,
O2(C(CN(C(C)C)CC1(OC1))C2),O2(C(CN(C(C)C)CC1(OC1))C2),DXAUPHVMJXKRRE-UHFFFAOYSA-N,7.07,basic,RES200_Opt1_basic,20.0,potentiometric,train,
OC4(=C3(C1(=C2(C(=CC=C1)CCN(C2CC3=CC=C4O)C)))),OC4(=C3(C1(=C2(C(=CC=C1)CCN(C2CC3=CC=C4O)C)))),VMWNQDUVQKEIOC-UHFFFAOYSA-N,7.08,basic,RES200_Opt1_basic,19.0,mean from 2,train,
N(NCC)(CC)CC,N(NCC)(CC)CC,QDLFVXRWLQSBTF-UHFFFAOYSA-N,7.08,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N2(N1(CCCCC1))(CCCCC2),N2(N1(CCCCC1))(CCCCC2),QFDISQIDKZUABE-UHFFFAOYSA-N,7.09,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O(C3(=CC1(=C(NC2(=C1C=CN=C2C))C=C3)))C,O(C3(=CC1(=C(NC2(=C1C=CN=C2C))C=C3)))C,XYYVPBBISSKKQB-UHFFFAOYSA-N,7.09,basic,RES200_Opt1_basic,25.0,spectrophotometric,train,
N23(C1(=C(C=CC=C1)C(C2)CC3)),N23(C1(=C(C=CC=C1)C(C2)CC3)),UJFYPTYOEWDYGL-UHFFFAOYSA-N,7.1,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O=C(C1(=CC(OC)=CC=C1))CCN2(CCOCC2),O=C(C1(=CC(OC)=CC=C1))CCN2(CCOCC2),XKLKIPRKOQOJLZ-UHFFFAOYSA-N,7.1,basic,RES200_Opt1_basic,25.0,,train,
O=[N+]([O-])C=4(C=3(C(=C2(N=C1(C(C=CC=C1)=C(C2=CC=3)N)))C=CC=4)),O=[N+]([O-])C=4(C=3(C(=C2(N=C1(C(C=CC=C1)=C(C2=CC=3)N)))C=CC=4)),ZXMOTSNAMSWTDA-UHFFFAOYSA-N,7.1,basic,RES200_Opt1_basic,20.0,,train,
O=C1(C(NC(C1)(C)C)(C)C),O=C1(C(NC(C1)(C)C)(C)C),QOQFWIULEWKNGC-UHFFFAOYSA-N,7.1,basic,RES200_Opt1_basic,,,train,
OCC1(=C(N=C(C)C=C1C)C),OCC1(=C(N=C(C)C=C1C)C),XNHRGDXBBBYODI-UHFFFAOYSA-N,7.1,basic,RES200_Opt1_basic,,,train,
[S-]C2(=[NH+]C([O-])=C(C1(=CCCCC1))C(=N2)N),[S-]C2(=[NH+]C([O-])=C(C1(=CCCCC1))C(=N2)N),SOPLCIIQDJJIBM-UHFFFAOYSA-N,7.11,basic,RES200_Opt1_basic,28.0,spectrophotometric,train,
O=C([O-])C(NC(=O)C)CC=1(N=CNC=1),O=C([O-])C(NC(=O)C)CC=1(N=CNC=1),XDRNOONALRPQTA-UHFFFAOYSA-N,7.11,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O2(C1(=C(OC)C=CC5(=C1C34(C2C(O)C=CC3C(N(C)CC4)C5O)))),O2(C1(=C(OC)C=CC5(=C1C34(C2C(O)C=CC3C(N(C)CC4)C5O)))),ZDGQZOCAKDGPRA-UHFFFAOYSA-N,7.12,basic,RES200_Opt1_basic,,potentiometric,train,
O=C(C(C1(=CC=CC=C1))(C2(=CC=CC=C2))C(CN3(CCOCC3))C)CC,O=C(C(C1(=CC=CC=C1))(C2(=CC=CC=C2))C(CN3(CCOCC3))C)CC,QEJCRAWCVRSRRB-UHFFFAOYSA-N,7.12,basic,RES200_Opt1_basic,20.0,potentiometric,train,
O=C(N=C1(N(C=CC=C1)C))C,O=C(N=C1(N(C=CC=C1)C))C,IIFDMXBDNWYRET-UHFFFAOYSA-N,7.12,basic,RES200_Opt1_basic,,potentiometric,train,
N1(=CN(CCCCC)C=C1),N1(=CN(CCCCC)C=C1),UPYVYJSWGZMBOU-UHFFFAOYSA-N,7.12,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O2(C1(=C(O)C=CC5(=C1C34(C2C(O)C=CC3C(N(C)CC4)C5O)))),O2(C1(=C(O)C=CC5(=C1C34(C2C(O)C=CC3C(N(C)CC4)C5O)))),ISVKWTNAIRJURI-UHFFFAOYSA-N,7.13,basic,RES200_Opt1_basic,,potentiometric,train,
N1(=C(N)C=C(C)C=2(C1=CC=C3(C=2C=CC=C3))),N1(=C(N)C=C(C)C=2(C1=CC=C3(C=2C=CC=C3))),MJLVHTAIORJJEH-UHFFFAOYSA-N,7.14,basic,RES200_Opt1_basic,20.0,spectrophotometric,train,
O4(CCN(C=1(C=3(C(N=C2(C=1CCC2))=CC=C(C=3)OC)))CC4),O4(CCN(C=1(C=3(C(N=C2(C=1CCC2))=CC=C(C=3)OC)))CC4),HVORHDWIMWSIAE-UHFFFAOYSA-N,7.14,basic,RES200_Opt1_basic,25.0,spectrophotometric,train,
N(NC)(CC)CC,N(NC)(CC)CC,MAYFAHPJVMXMOU-UHFFFAOYSA-N,7.14,basic,RES200_Opt1_basic,25.0,potentiometric,train,
S(C(=N)NC1(=CC=CC=C1))C,S(C(=N)NC1(=CC=CC=C1))C,NROPRCUPBJFONT-UHFFFAOYSA-N,7.14,basic,RES200_Opt1_basic,20.0,potentiometric,train,
N1(N(C2(CCC1CC2))C)(C),N1(N(C2(CCC1CC2))C)(C),HIWDJUZJJXARGW-UHFFFAOYSA-N,7.14,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N(C1(=CC=CC=C1))C(C)(C)C,N(C1(=CC=CC=C1))C(C)(C)C,ABRWESLGGMHKEA-UHFFFAOYSA-N,7.15,basic,RES200_Opt1_basic,22.0,mean from 6,train,
N1(=CN(C)C=C1),N1(=CN(C)C=C1),MCTWTZJPVLRJOU-UHFFFAOYSA-N,7.15,basic,RES200_Opt1_basic,25.0,mean from 9,train,
O(C(=N)C)CC,O(C(=N)C)CC,JMIAPORGEDIDLT-UHFFFAOYSA-N,7.15,basic,RES200_Opt1_basic,25.0,potentiometric,train,
[S-]C2(=NC=1(NC=NC=1C=N2)),[S-]C2(=NC=1(NC=NC=1C=N2)),HDBQZGJWHMCXIL-UHFFFAOYSA-N,7.15,basic,RES200_Opt1_basic,20.0,potentiometric,train,
N(N(CCCC)C)(CCCC)C,N(N(CCCC)C)(CCCC)C,HUUBGMAZZGQSLS-UHFFFAOYSA-N,7.16,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N(N)(C)C,N(N)(C)C,RHUYHJGZWVXEHW-UHFFFAOYSA-N,7.16,basic,RES200_Opt1_basic,27.0,mean from 2,train,
N2(N1(CCCC1))(CCCC2),N2(N1(CCCC1))(CCCC2),QGRRJTQMMXJUNP-UHFFFAOYSA-N,7.16,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O=C(C(C1(=CC=CC=C1))(C2(=CC=CC=C2))CCN3(CCOCC3))CCC,O=C(C(C1(=CC=CC=C1))(C2(=CC=CC=C2))CCN3(CCOCC3))CCC,OMWZJJMAOFHVBV-UHFFFAOYSA-N,7.17,basic,RES200_Opt1_basic,20.0,potentiometric,train,
O=C(O)C(O)C(N)C(=O)N,O=C(O)C(O)C(N)C(=O)N,ZYRWMJROQVDQLG-UHFFFAOYSA-N,7.17,basic,RES200_Opt1_basic,25.0,potentiometric,train,
S(=O)(=O)([O-])CCCN1(CCOCC1),S(=O)(=O)([O-])CCCN1(CCOCC1),DVLFYONBTKHTER-UHFFFAOYSA-N,7.17,basic,RES200_Opt1_basic,22.0,mean from 3,train,
N2(=CC=1(C(=CC(N)=CC=1)C=C2)),N2(=CC=1(C(=CC(N)=CC=1)C=C2)),NGFCTYXFMDWFRQ-UHFFFAOYSA-N,7.17,basic,RES200_Opt1_basic,20.0,potentiometric,train,
N(C1(=CC=C(C)C=C1))(CC)CC,N(C1(=CC=C(C)C=C1))(CC)CC,HKJNHYJTVPWVGV-UHFFFAOYSA-N,7.18,basic,RES200_Opt1_basic,24.0,mean from 2,train,
N(C1(=C(C=CC=C1)C))(CC)CC,N(C1(=C(C=CC=C1)C))(CC)CC,YQYUUNRAPYPAPC-UHFFFAOYSA-N,7.18,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O4(CCN(C=1(C=3(C(N=C2(C=1CCC2))=CC=C(C=3)C)))CC4),O4(CCN(C=1(C=3(C(N=C2(C=1CCC2))=CC=C(C=3)C)))CC4),UWYYFQHBSQBZJF-UHFFFAOYSA-N,7.18,basic,RES200_Opt1_basic,25.0,spectrophotometric,train,
O1(CCN(CCO)CC1),O1(CCN(CCO)CC1),KKFDCBRMNNSAAW-UHFFFAOYSA-N,7.18,basic,RES200_Opt1_basic,25.0,,train,
O=C([O-])C1(=NC=CC=C1N),O=C([O-])C1(=NC=CC=C1N),BOOMHTFCWOJWFO-UHFFFAOYSA-N,7.18,basic,RES200_Opt1_basic,25.0,potentiometric,train,
SC(C(N1(C(=NC=C1)CC=CCC))C(=O)[O-])(C)C,SC(C(N1(C(=NC=C1)CC=CCC))C(=O)[O-])(C)C,JIHORWSUUNJYAM-UHFFFAOYSA-N,7.2,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O=[N+]([O-])C=3(C2(=C(NC)C=1(C(=CC=CC=1)N=C2C=CC=3))),O=[N+]([O-])C=3(C2(=C(NC)C=1(C(=CC=CC=1)N=C2C=CC=3))),CGAGOAVPWUULJQ-UHFFFAOYSA-N,7.2,basic,RES200_Opt1_basic,25.0,spectrophotometric,train,
O=[N+]([O-])C=3(C2(=C(NCCO)C=1(C(=CC=CC=1)N=C2C=CC=3))),O=[N+]([O-])C=3(C2(=C(NCCO)C=1(C(=CC=CC=1)N=C2C=CC=3))),HARZMLUWPOFDHZ-UHFFFAOYSA-N,7.2,basic,RES200_Opt1_basic,25.0,spectrophotometric,train,
O=[N+]([O-])C=3(C2(=C(NCCC)C=1(C(=CC=CC=1)N=C2C=CC=3))),O=[N+]([O-])C=3(C2(=C(NCCC)C=1(C(=CC=CC=1)N=C2C=CC=3))),KOSPQEBOSIYFKE-UHFFFAOYSA-N,7.2,basic,RES200_Opt1_basic,25.0,spectrophotometric,train,
OC(CN(CCO)CCCCCCCCCC)CC,OC(CN(CCO)CCCCCCCCCC)CC,OIQJXFKEZPJGIK-UHFFFAOYSA-N,7.2,basic,RES200_Opt1_basic,20.0,potentiometric,train,
ClC3(=CC2(=NC=1(C(=CC(OC)=CC=1)C(=C2C=C3)NC(CC[NH+](CC)CC)C))),ClC3(=CC2(=NC=1(C(=CC(OC)=CC=1)C(=C2C=C3)NC(CC[NH+](CC)CC)C))),ODETWYHKMCROAA-UHFFFAOYSA-N,7.2,basic,RES200_Opt1_basic,,potentiometric,train,
N(N)CCCC1(=CC=CC=C1),N(N)CCCC1(=CC=CC=C1),DJQQFWAGPAXTHH-UHFFFAOYSA-N,7.2,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N1(=CN(CCCCCC)C=C1),N1(=CN(CCCCCC)C=C1),KGWVFQAPOGAVRF-UHFFFAOYSA-N,7.2,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N=C(C1(=C(C=CC=C1)C))C2(=CC=CC=C2),N=C(C1(=C(C=CC=C1)C))C2(=CC=CC=C2),CODBILKKNFIKDG-UHFFFAOYSA-N,7.21,basic,RES200_Opt1_basic,,potentiometric,train,
N(C1(=CC=CC=C1))=C(C=C(NC2(=CC=CC=C2))C)C,N(C1(=CC=CC=C1))=C(C=C(NC2(=CC=CC=C2))C)C,UTQBQIAHYJHBQI-UHFFFAOYSA-N,7.22,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N1(=C(N)C=CC(=C1)C),N1(=C(N)C=CC(=C1)C),CMBSSVKZOPZBKW-UHFFFAOYSA-N,7.22,basic,RES200_Opt1_basic,29.0,mean from 3,train,
N#CCCNC(CC1(=CC=CC=C1))C,N#CCCNC(CC1(=CC=CC=C1))C,IQUFSXIQAFPIMR-UHFFFAOYSA-N,7.23,basic,RES200_Opt1_basic,25.0,potentiometric,train,
S(=O)(=O)(C1(=C(OC)C(OC)=C(OC)C=C1))CCN2(CCCCC2),S(=O)(=O)(C1(=C(OC)C(OC)=C(OC)C=C1))CCN2(CCCCC2),YWRSIBHGMIKOQM-UHFFFAOYSA-N,7.24,basic,RES200_Opt1_basic,20.0,potentiometric,train,
N1(=C(N)C(=CC=C1)C),N1(=C(N)C(=CC=C1)C),RGDQRXPEZUNWHX-UHFFFAOYSA-N,7.24,basic,RES200_Opt1_basic,30.0,mean from 2,train,
O3(CCN(CCC(C1(=CC=CC=C1))C2(=CC=CC=C2))CC3),O3(CCN(CCC(C1(=CC=CC=C1))C2(=CC=CC=C2))CC3),HRFZBLRYMCCDPV-UHFFFAOYSA-N,7.25,basic,RES200_Opt1_basic,25.0,potentiometric,train,
ClC3(=CC2(=NC=1(C(=CC=C(C=1)N)C=C2C=C3))),ClC3(=CC2(=NC=1(C(=CC=C(C=1)N)C=C2C=C3))),OCESZSGMAAGZGO-UHFFFAOYSA-N,7.26,basic,RES200_Opt1_basic,20.0,spectrophotometric,train,
O=C(C1(=CC=CC=C1))CCCN2(CCOCC2),O=C(C1(=CC=CC=C1))CCCN2(CCOCC2),HVRJHUYTFVFKFN-UHFFFAOYSA-N,7.26,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N1(=C(N=CC=C1N)N),N1(=C(N=CC=C1N)N),YAAWASYJIRZXSZ-UHFFFAOYSA-N,7.26,basic,RES200_Opt1_basic,20.0,potentiometric,train,
O=C1(C2(CCN(C1)CC2)),O=C1(C2(CCN(C1)CC2)),JRYLYFPEARNEME-UHFFFAOYSA-N,7.27,basic,RES200_Opt1_basic,27.0,mean from 3,train,
O=C(NC2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))))CN(CCC)CCC,O=C(NC2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))))CN(CCC)CCC,WELBXOAPTUYOOE-UHFFFAOYSA-N,7.28,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O(C2(=C(C(=N)C1(=CC=CC=C1))C=CC=C2))C,O(C2(=C(C(=N)C1(=CC=CC=C1))C=CC=C2))C,ORCSEXZHGNXJIB-UHFFFAOYSA-N,7.29,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O(C1(=C(OC)C=C2(CCNC2(=C1))))C,O(C1(=C(OC)C=C2(CCNC2(=C1))))C,DPRMKYPHVPDUIH-UHFFFAOYSA-N,7.3,basic,RES200_Opt1_basic,20.0,spectrophotometric,train,
N(C1(=CC=C(C)C=C1))C(C)(C)C,N(C1(=CC=C(C)C=C1))C(C)(C)C,XVOOKSRPDMBTAI-UHFFFAOYSA-N,7.3,basic,RES200_Opt1_basic,18.0,potentiometric,train,
N=1(C=3(C(C(N)=CC=1)=C2(C(N=CC=C2)=CC=3))),N=1(C=3(C(C(N)=CC=1)=C2(C(N=CC=C2)=CC=3))),WRKJTQULCPMYDS-UHFFFAOYSA-N,7.3,basic,RES200_Opt1_basic,20.0,potentiometric,train,
S(C(CSCC1(=CC=CC=C1))CN(C)C)CC2(=CC=CC=C2),S(C(CSCC1(=CC=CC=C1))CN(C)C)CC2(=CC=CC=C2),IACPGVJFCNGESV-UHFFFAOYSA-N,7.3,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N(N)(CC)C,N(N)(CC)C,ZFSFKYIBIOKXKI-UHFFFAOYSA-N,7.3,basic,RES200_Opt1_basic,25.0,mean from 2,train,
N(N(CC)C)(CC)CC,N(N(CC)C)(CC)CC,OHIFQYAIQZOAIH-UHFFFAOYSA-N,7.3,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N2(=C(N)C=1(C(=CC=CC=1)C=3(C2=CC=CC=3))),N2(=C(N)C=1(C(=CC=CC=1)C=3(C2=CC=CC=3))),FVCXJXKLDUJOFA-UHFFFAOYSA-N,7.31,basic,RES200_Opt1_basic,20.0,spectrophotometric,train,
N=1(C=4(C(C=C2(C=1C=CC=3(C2=CC=CC=3)))=CC=C(C=4)N(C)C)),N=1(C=4(C(C=C2(C=1C=CC=3(C2=CC=CC=3)))=CC=C(C=4)N(C)C)),ZZZXSTQSZIFRGS-UHFFFAOYSA-N,7.31,basic,RES200_Opt1_basic,20.0,spectrophotometric,train,
O=C(OCC)N1(CCN(C)CC1),O=C(OCC)N1(CCN(C)CC1),USYYUUDWGLOMDJ-UHFFFAOYSA-N,7.31,basic,RES200_Opt1_basic,,,train,
O=C(NC1(=C(C=CC=C1)C))C(NCCC)C,O=C(NC1(=C(C=CC=C1)C))C(NCCC)C,CLITYWOYRQAARV-UHFFFAOYSA-N,7.32,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O=C([O-])C(O)CC=1(N=CNC=1),O=C([O-])C(O)CC=1(N=CNC=1),YCMZPNUKOOHINY-UHFFFAOYSA-N,7.32,basic,RES200_Opt1_basic,30.0,potentiometric,train,
[Se-]C1(=NC=NC2(=C1NC=N2)),[Se-]C1(=NC=NC2(=C1NC=N2)),NGMMEPMKKHBFDS-UHFFFAOYSA-M,7.33,basic,RES200_Opt1_basic,,potentiometric,train,
[N+](CCN)(C)(C)C,[N+](CCN)(C)(C)C,QMRGNVUDLXOZPG-UHFFFAOYSA-N,7.34,basic,RES200_Opt1_basic,25.0,,train,
N(N)(CCC)C,N(N)(CCC)C,JOFQXPUKJJQCPW-UHFFFAOYSA-N,7.35,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N1(=CN(C(C)(C)C)C=C1),N1(=CN(C(C)(C)C)C=C1),AMQKPABOPFXDQM-UHFFFAOYSA-N,7.35,basic,RES200_Opt1_basic,25.0,,train,
O=C(NC1(=C(C=CC=C1C)C))CN(C)C,O=C(NC1(=C(C=CC=C1C)C))CN(C)C,OAEQFELYEXDQSI-UHFFFAOYSA-N,7.36,basic,RES200_Opt1_basic,,,train,
O=C(N)C=C(O)C1(=CC=NC=C1),O=C(N)C=C(O)C1(=CC=NC=C1),VGIVMLGNUUTLDQ-UHFFFAOYSA-N,7.36,basic,RES200_Opt1_basic,25.0,spectrophotometric,train,
O=[N+]([O-])C=1(C(=CC2(=NC=CC(=C2(C=1))NCCC[NH+](C)C))C),O=[N+]([O-])C=1(C(=CC2(=NC=CC(=C2(C=1))NCCC[NH+](C)C))C),DVFNALLNKWMVHG-UHFFFAOYSA-N,7.38,basic,RES200_Opt1_basic,25.0,spectrophotometric,train,
O=C([O-])C(C=1(N=C(CO)NC=1))(C)C,O=C([O-])C(C=1(N=C(CO)NC=1))(C)C,GZYFDESWGSZUCI-UHFFFAOYSA-N,7.38,basic,RES200_Opt1_basic,25.0,mean from 2,train,
O=C(OCCN(CC=C)C)C(=C)C,O=C(OCCN(CC=C)C)C(=C)C,ZVAUURVOTSQXKL-UHFFFAOYSA-N,7.39,basic,RES200_Opt1_basic,25.0,mean from 3,train,
OC2(=CC=1(NC=3(C(=NC=CC=3(C=1C=C2))C))),OC2(=CC=1(NC=3(C(=NC=CC=3(C=1C=C2))C))),SATMZMMKDDTOSQ-UHFFFAOYSA-N,7.39,basic,RES200_Opt1_basic,21.0,mean from 4,train,
S1(C(=NC2(=C1C=CC=C2))C3(=CN4(CCC3CC4))),S1(C(=NC2(=C1C=CC=C2))C3(=CN4(CCC3CC4))),NBAPIQQREIVGBA-UHFFFAOYSA-N,7.4,basic,RES200_Opt1_basic,25.0,potentiometric,train,
O=[N+]([O-])C=3(C2(=C(NCCCCC[NH+](C)C)C=1(C(=CC=CC=1)N=C2C=CC=3))),O=[N+]([O-])C=3(C2(=C(NCCCCC[NH+](C)C)C=1(C(=CC=CC=1)N=C2C=CC=3))),WYLQXVOPFMBFJQ-UHFFFAOYSA-N,7.4,basic,RES200_Opt1_basic,25.0,spectrophotometric,train,
N1(=C(N)C=CC=C1C),N1(=C(N)C=CC=C1C),QUXLCYFNVNNRBE-UHFFFAOYSA-N,7.4,basic,RES200_Opt1_basic,30.0,mean from 2,train,
S(=O)(=O)(C1(=C(OC)C(OC)=C(OC)C=C1))CCN(CC)CC,S(=O)(=O)(C1(=C(OC)C(OC)=C(OC)C=C1))CCN(CC)CC,PXTHPMMZJNHDIO-UHFFFAOYSA-N,7.41,basic,RES200_Opt1_basic,20.0,potentiometric,train,
OC1(=C(N=CN(C)C)C=CC=C1),OC1(=C(N=CN(C)C)C=CC=C1),ZZLRBBAANDKQAJ-UHFFFAOYSA-N,7.41,basic,RES200_Opt1_basic,25.0,potentiometric,train,
N=1(C=4(C(C=C2(C=1C=CC=3(C2=CC=CC=3)))=CC=C(C=4)N)),N=1(C=4(C(C=C2(C=1C=CC=3(C2=CC=CC=3)))=CC=C(C=4)N)),AIVUUJTZMDEYNV-UHFFFAOYSA-N,7.42,basic,RES200_Opt1_basic,20.0,spectrophotometric,train,
ClC=2(N(C1(=NC=3(C=CC=CC=3(C1=C(C=2)C))))C),ClC=2(N(C1(=NC=3(C=CC=CC=3(C1=C(C=2)C))))C),ICWNRDMFSWIEDB-UHFFFAOYSA-N,7.45,basic,RES200_Opt1_basic,25.0,spectrophotometric,train,
S(=O)(=O)([O-])C14(C3(=CCOC7(C1C2(N(C=6(C=C(OC)C(=CC=6(C25(CCN(C3)C5(C4))))OC))C(C7)=O)))),S(=O)(=O)([O-])C14(C3(=CCOC7(C1C2(N(C=6(C=C(OC)C(=CC=6(C25(CCN(C3)C5(C4))))OC))C(C7)=O)))),WHMBETIWLYZNBS-UHFFFAOYSA-N,7.45,basic,RES200_Opt1_basic,,,train,
O=C(NN=C1(CCN(C)CC1))C,O=C(NN=C1(CCN(C)CC1))C,QYQMPKBHZFHTKM-UHFFFAOYSA-N,7.45,basic,RES200_Opt1_basic,20.0,potentiometric,train,
S3(C(C(C=1(SC=CC=1))=CC(N2(C(CCCC2)C))C)=CC=C3),S3(C(C(C=1(SC=CC=1))=CC(N2(C(CCCC2)C))C)=CC=C3),PEVFOJAVHPZOBJ-UHFFFAOYSA-N,7.46,basic,RES200_Opt1_basic,25.0,potentiometric,train,
