pKa,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_barbitur,fr_benzene,fr_bicyclic,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Dataset
3.43,0.412846489,194.15,188.102,194.0439901,72,0.271638471,-0.410016807,0.410016807,0.271638471,16.62836974,10.16211996,2.133693078,-1.949613129,2.215867365,-1.935175399,5.798839282,-0.384372366,2.816312096,518.8744188,10.29252874,7.207265097,7.207265097,6.592224153,3.790669303,3.790669303,2.866395825,2.866395825,1.920864363,1.920864363,1.265522565,1.265522565,-2.18,1914.19838,8.419687014,2.656090913,1.062016125,77.67459275,5.207253025,11.03340144,0,0,5.687386275,0,10.11431827,0,0,5.098681808,4.845110929,17.70057379,12.13273414,4.923311049,10.13056407,16.72078771,0,15.15717783,0,6.9237372,0,27.8105039,0,0,5.687386275,0,0,25.28774191,0,17.03805547,5.563451492,12.13273414,0,11.03340144,94.08,4.923311049,10.11431827,11.20408699,15.92526314,0,12.13273414,6.9237372,0,10.3120669,5.207253025,0,0,10.49867347,26.68141912,1.205462963,0,2.610462963,0,1.670648148,0,0.142857143,14,1,7,0,0,0,1,1,2,6,1,7,1,0,0,0,2,0.88522,46.1039,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.44,0.760991307,175.187,166.115,175.0633285,66,0.311531515,-0.480754669,0.480754669,0.311531515,16.36649672,9.967001841,2.179032269,-2.067837146,2.181089985,-2.100184886,5.758841519,-0.138208464,2.902033908,326.5280243,9.681798276,6.973883878,6.973883878,6.253218858,3.901173294,3.901173294,2.663745157,2.663745157,1.79544837,1.79544837,1.124372144,1.124372144,-1.82,928.3982881,9.269445438,4.266587717,2.307852594,76.23950711,5.106527395,0,0,0,0,5.969305288,4.794537184,0,5.261891555,0,30.33183534,5.563451492,0,18.40794898,9.901064579,5.969305288,5.261891555,0,0,12.33872767,0,35.89528683,6.069221313,0,0,0,0,11.07583268,4.794537184,11.33111287,17.90217916,30.33183534,0,0,61.09,11.88721133,4.794537184,6.420821623,5.563451492,0,0,24.26546827,12.13558838,0,10.36841895,0,0,10.73875378,17.24022203,0.677361111,-1.65375,10.650839,0.013240741,0,0,0.2,13,1,3,0,0,0,1,0,1,2,1,3,3,0,0,0,1,1.76848,47.0488,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.44,0.623233947,214.192,208.144,214.0715422,78,0.178904336,-0.238827773,0.238827773,0.178904336,15.47581566,10.12072781,2.039295798,-1.966745483,2.1816893,-1.836226395,5.615771775,0.881498814,1.970330158,499.3812252,10.79468245,7.99268265,7.99268265,7.93265299,4.515794396,4.515794396,3.077056101,3.077056101,2.122463041,2.122463041,1.348863389,1.348863389,-2.64,13294.12419,8.650893555,3.496009763,1.414443941,89.09252167,0,0,11.648809,0,0,0,0,10.19736362,0,10.19736362,24.26546827,20.85354038,11.12690298,0,0,0,0,41.24826762,0,0,0,24.26546827,22.77571198,0,0,0,0,41.24826762,0,0,0,24.26546827,0,22.77571198,108.92,0,0,0,11.648809,11.12690298,0,0,24.26546827,41.24826762,0,0,0,0,27.04894558,1.807823129,1.254157218,7.555740741,0,0,0,0,16,2,8,0,0,0,1,2,3,6,2,8,2,0,0,0,3,0.0468,52.7854,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3.45,0.68581382,171.163,166.123,171.0544952,62,0.178949487,-0.238827152,0.238827152,0.178949487,15.47014541,10.12888082,2.007533485,-1.932688753,2.132491181,-1.816831753,5.561158662,0.881498814,2.488315372,439.8079878,9.096011838,6.598255459,6.598255459,6.398178148,3.642187598,3.642187598,2.442460907,2.442460907,1.610451956,1.610451956,1.017489179,1.017489179,-2.22,1946.960985,7.430292141,3.027707306,1.370903743,74.01948419,0,0,5.824404498,0,0,0,0,5.098681808,5.261891555,5.098681808,12.13273414,22.55950433,5.563451492,11.6326728,0,0,5.261891555,20.62413381,0,0,0,29.82891977,17.4570773,0,0,0,0,20.62413381,0,11.33111287,5.563451492,24.26546827,0,11.38785599,78.25,0,0,0,11.38785599,5.563451492,0,18.19910121,12.13558838,20.62413381,5.261891555,0,0,0,21.90724301,1.40087963,0.566759259,9.125118103,0,0,0,0,13,1,5,0,0,0,1,1,2,4,1,5,1,0,0,0,2,0.73838,44.3287,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.47,0.469875397,358.299,340.155,358.0899968,138,0.340175741,-0.492869489,0.492869489,0.340175741,16.72357056,9.988197679,2.481855158,-2.374468533,2.286483247,-2.601742615,5.900044204,-0.278193034,2.17116974,645.199288,18.72325016,13.35714628,13.35714628,11.79413142,7.152469895,7.152469895,5.210160165,5.210160165,3.655418421,3.655418421,2.28610281,2.28610281,-2.4,289916.2575,18.93180121,7.656600621,3.821149773,141.6642111,39.37356139,18.31189916,17.60299005,6.290026729,0,11.93861058,0,9.589074368,0,0,0,18.19910121,0,19.78304657,48.96263576,11.93861058,0,0,0,30.70589228,14.21959508,23.7625527,11.49902367,9.473725908,0,11.49902367,0,77.29020752,14.26826309,0,10.35798868,18.19910121,0,0,151.98,42.64450286,24.90865655,11.31296332,5.749511833,0,32.41869629,0,0,0,24.05397921,19.88765912,0,23.21340976,38.08044704,0.014756236,-1.915032741,4.126402746,-9.196314828,0,2.788672662,0.466666667,25,4,10,0,1,1,1,0,1,9,4,10,5,0,1,1,2,-1.2472,79.2787,1,3,3,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.49,0.84209277,286.357,268.213,286.1099614,106,0.346141399,-0.480612509,0.480612509,0.346141399,32.16655529,9.962128043,2.250334905,-2.125122105,2.22990437,-2.28924444,7.993446579,-0.133441634,3.143445127,490.6200052,14.79252874,11.66791963,12.48441621,8.624916223,5.664275736,6.649874296,5.239202836,6.181701477,2.136784171,3.050495047,1.149255603,1.794050641,-1.57,10793.09921,15.48737235,5.599833178,3.949932749,115.5429852,10.00643713,0,10.98084098,0,0,12.0004198,4.794537184,9.778515705,4.681802935,5.098681808,32.53309655,0,19.51033443,5.752853607,14.69560176,23.76230475,0,19.664373,0,31.34263855,19.84819757,5.824404498,0,0,4.794537184,0,11.76188495,56.61951776,10.20952765,0,26.5956161,5.156436482,0,0,88.32,5.969305288,9.589074368,17.19895859,10.98084098,16.44368788,4.899909731,14.09534397,20.7712116,10.08266033,5.106527395,1.147013889,0.980138889,28.22149546,13.18493524,-0.309150368,-0.617641251,-0.351028912,0,5.78705924,3.207177816,0.636363636,19,1,7,0,0,0,0,1,1,6,1,8,3,0,0,0,1,1.282,71.5628,1,0,0,0,0,3,0,0,1,1,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.5,0.682749266,338.356,316.18,338.136553,132,0.344536068,-0.478504246,0.478504246,0.344536068,16.57078644,9.407010154,2.737066329,-2.669260044,2.676678183,-2.740870624,5.842498635,-0.291023291,1.815711727,644.8503157,17.49119935,13.78060363,13.78060363,11.13249982,8.501352892,8.501352892,8.302817427,8.302817427,7.292230726,7.292230726,6.130929061,6.130929061,-1.63,221443.5493,15.87208914,4.504096874,1.635005096,138.8551245,19.6867807,6.103966388,11.7050172,0,0,17.90791586,4.794537184,9.589074368,0,0,13.8474744,31.09827696,17.75371814,5.917906046,34.07039225,17.90791586,0,0,22.66579303,63.7605661,0,0,0,0,0,0,0,45.92995424,23.85733746,22.66579303,45.95158251,0,0,0,110.13,46.36082005,24.59666634,18.44269406,25.68328649,0,0,0,13.8474744,0,9.473725908,10.59236883,0,36.12240889,20.41319698,-2.941667848,-2.902418745,0,0.51231324,3.787131992,0,0.823529412,24,2,7,2,3,5,0,0,0,6,2,7,1,2,3,5,5,0.8756,78.6246,1,1,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,0.579347674,201.178,190.09,201.0637225,78,0.326624774,-0.479697296,0.479697296,0.326624774,16.53346808,10.01148348,2.423207304,-2.119744562,2.17948792,-2.396187717,5.947968551,-0.15300712,2.70564573,274.9052041,10.71517847,7.649120858,7.649120858,6.55774931,4.247045713,4.247045713,2.946087984,2.946087984,1.979565455,1.979565455,1.35310116,1.35310116,-1.59,1393.792682,10.49058018,4.079336781,2.010928558,80.23022214,15.16017895,6.041840829,0,5.907179729,0,11.93861058,9.589074368,4.794537184,0,0,0,6.9237372,6.420821623,12.52478801,24.2270019,17.84579031,0,5.316788604,5.917906046,19.38639965,6.606881965,0,0,5.316788604,0,0,0,35.60104049,19.12047451,5.917906046,13.34455882,0,0,0,92.7,29.80553718,14.38361155,13.02770359,0,0,0,6.9237372,0,10.05365156,5.106527395,4.660046296,0,32.76652683,10.89944822,0,-3.192077664,-1.151342593,-0.115277778,1.799343348,0,0.625,14,2,6,0,1,1,0,0,0,4,2,6,3,0,1,1,1,-0.8612,44.3065,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.51,0.774252728,180.203,168.107,180.0786442,70,0.339252538,-0.492966316,0.492966316,0.339252538,16.47839848,10.08770269,2.124754358,-2.079331222,2.211157378,-2.04276282,5.920556252,0.069148674,3.171982881,317.9459388,9.844934983,7.702867765,7.702867765,6.16390246,4.12165394,4.12165394,2.686212161,2.686212161,1.748267168,1.748267168,1.190688811,1.190688811,-1.51,759.7099393,9.577032202,3.93735957,1.990522956,76.96047266,9.843390349,11.31296332,0,0,0,5.969305288,0,4.794537184,0,0,12.13273414,25.47729296,0,6.606881965,14.63792753,5.969305288,0,0,0,13.8474744,6.606881965,29.32600419,5.749511833,4.736862954,0,5.749511833,0,17.68271465,0,6.9237372,22.84517737,18.19910121,0,0,46.53,5.969305288,4.794537184,5.563451492,12.3563938,5.563451492,0,25.12283841,6.9237372,0,9.843390349,5.198287037,0,10.83741119,8.893114135,0.974814815,-0.503194444,5.207037037,0,4.059196901,0,0.3,13,1,3,0,0,0,1,0,1,2,1,3,3,0,0,0,1,2.09192,49.3073,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.52,0.727803374,182.244,172.164,182.0401506,64,0.313325164,-0.480613863,0.480613863,0.313325164,32.1665352,10.23954541,1.980538994,-1.98109837,2.175802601,-1.966220677,7.99533113,-0.133431394,2.574936154,283.6119538,8.974691495,6.780218034,7.596714615,5.68154055,3.595450818,4.581049378,2.498920531,3.547675321,1.351848765,2.330404134,0.850199711,1.584359976,-0.96,482.4075746,9.13057971,4.162328553,2.964464899,75.60509534,5.106527395,0,0,0,0,5.969305288,4.794537184,0,0,11.76188495,17.69618563,19.05647134,4.895483476,5.752853607,9.901064579,17.73119024,0,0,0,11.81922068,5.752853607,29.82891977,0,0,0,0,11.76188495,16.82868629,4.794537184,6.9237372,5.563451492,29.16095175,0,0,37.3,5.969305288,4.794537184,5.752853607,0,10.45893497,11.76188495,0,31.18920547,0,5.106527395,0,1.343148148,11.24819917,8.423262472,1.157767385,-0.647957294,7.818013511,0,1.990899943,0,0.222222222,12,1,2,0,0,0,1,0,1,2,1,3,3,0,0,0,1,2.17172,49.5388,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.53,0.469125479,104.129,94.049,104.070605,42,0.311445344,-0.480870928,0.480870928,0.311445344,16.3664304,10.18662955,2.076527192,-1.93549614,1.853897403,-2.540715709,5.68914796,-0.375095793,3.343417059,72.09004635,5.86180732,4.347025718,4.347025718,3.180739213,2.202004637,2.202004637,1.527960373,1.527960373,0.854583703,0.854583703,0.123475288,0.123475288,-0.57,27.9770933,6.43,2.577420843,2.16664825,42.12972392,10.84019487,5.917906046,0,0,0,5.969305288,4.794537184,0,0,0,0,6.9237372,0,6.544756406,15.63473206,5.969305288,0,0,5.917906046,6.9237372,6.544756406,0,0,5.733667477,0,0,0,17.62058909,4.794537184,5.917906046,6.9237372,0,0,0,64.94,5.969305288,4.794537184,5.917906046,6.544756406,0,0,6.9237372,0,5.733667477,5.106527395,0,0,9.890324074,8.141990741,3.426018519,-1.060185185,0,0,2.101851852,0,0.75,7,4,3,0,0,0,0,0,0,1,2,3,2,0,0,0,0,-1.051,24.5549,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.53,0.688067539,166.176,156.096,166.0629942,64,0.339594966,-0.478858939,0.478858939,0.339594966,16.40680681,9.965843255,2.309712178,-2.170471342,2.190699405,-2.310769678,5.779306919,-0.157119812,3.06001319,277.0849389,9.190234444,6.689426827,6.689426827,5.548547388,3.562021343,3.562021343,2.743391564,2.743391564,1.752342969,1.752342969,0.886163739,0.886163739,-1.35,460.5923354,8.743896714,2.948022844,1.455396431,70.27621907,10.21305479,0,5.601050811,0,0,5.969305288,0,4.794537184,0,0,30.33183534,12.48718869,0,0,15.00759197,5.969305288,0,0,0,12.52478801,0,35.89528683,0,0,0,0,0,16.18236008,10.395588,0,12.48718869,30.33183534,0,0,57.53,11.5703561,9.901064579,0,5.563451492,0,6.9237372,30.33183534,0,0,5.106527395,0,0,10.57148526,18.10820673,-1.403842593,-1.241944444,8.294798753,0,1.25462963,0,0.222222222,12,2,3,0,0,0,1,0,1,2,2,3,2,0,0,0,1,0.9787,43.6486,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.55,0.388070168,258.254,242.126,258.108447,100,0.499694909,-0.443436142,0.499694909,0.443436142,16.54386703,10.16657002,2.387032999,-2.109674744,2.256538247,-2.408396307,5.353985678,-0.76574519,2.288052522,441.7664825,13.28409257,9.599601553,9.599601553,8.562080608,5.511865778,5.511865778,4.131574287,4.131574287,2.940024583,2.940024583,1.913001235,1.913001235,-1.48,13649.1396,12.96358958,5.024161712,2.227298505,102.894863,30.89664001,12.30080996,0,6.227901171,5.817862778,6.01046484,0,0,4.567099648,0,0,0,11.40480014,24.88118181,29.73007218,5.817862778,0,4.983978521,0,31.46353753,12.34054944,11.76029506,6.01046484,10.30076712,5.817862778,6.01046484,0,44.22490284,11.34374492,0,18.21217429,6.196843572,0,0,132.94,18.43583395,10.21305479,31.46291317,5.563451492,0,10.76394322,0,0,4.983978521,20.68358522,6.634284769,0,3.677003496,37.3657245,5.851275353,0.031021852,-0.374546485,-0.5518887,-0.63287478,0,0.6,18,6,8,0,1,1,0,1,1,7,5,8,3,0,1,1,2,-2.2101,58.0516,0,3,3,1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.55,0.68581382,171.163,166.123,171.0544952,62,0.180246573,-0.238788865,0.238788865,0.180246573,15.47029428,10.09427479,2.054587371,-1.954503564,2.166548439,-1.851154802,5.628395721,0.881498814,2.593036812,439.8079878,9.096011838,6.598255459,6.598255459,6.4150149,3.648170662,3.648170662,2.407240097,2.407240097,1.647981481,1.647981481,1.060364962,1.060364962,-2.22,1971.243592,7.430292141,3.027707306,1.247907221,74.01948419,0,0,5.824404498,0,0,0,0,5.098681808,5.261891555,5.098681808,12.13273414,22.55950433,5.563451492,11.6326728,0,0,5.261891555,20.62413381,0,0,0,29.82891977,17.4570773,0,0,0,0,20.62413381,0,11.33111287,5.563451492,24.26546827,0,11.38785599,78.25,0,0,0,11.38785599,5.563451492,0,18.19910121,6.066367068,26.69335512,5.261891555,0,0,0,22.00433485,1.27412037,0.51125,9.210294785,0,0,0,0,13,1,5,0,0,0,1,1,2,4,1,5,1,0,0,0,2,0.73838,44.3287,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.57,0.504810831,230.372,202.148,230.2114556,96,0.308570911,-0.481067973,0.481067973,0.308570911,16.36522259,10.086528,1.975256765,-2.010808158,2.068914839,-2.840697598,5.661228005,-0.65371878,2.904707558,160.0115837,12.06263164,10.71098675,10.71098675,7.77005561,6.804887696,6.804887696,4.484637681,4.484637681,2.824128865,2.824128865,1.792433539,1.792433539,-0.57,3073.482057,15.43,12.49930007,13.43,99.62417444,10.423316,0,0,0,0,5.969305288,4.794537184,0,0,0,45.44866694,12.84164325,0,19.51033443,15.21785318,5.969305288,0,0,0,64.71113181,13.08951281,0,0,5.316788604,0,0,0,24.16534549,4.794537184,0,64.71113181,0,0,0,53.91,5.969305288,4.794537184,6.420821623,0,13.08951281,51.36657298,0,0,12.2405258,5.106527395,0,0,10.23964378,10.55325403,0,-0.687801714,0,11.00499041,4.056580163,0,0.923076923,16,3,3,0,0,0,0,0,0,1,2,3,12,0,0,0,0,2.1652,66.5222,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0
3.57,0.510858859,146.21,130.082,146.1175552,60,0.308570911,-0.481067973,0.481067973,0.308570911,16.36521498,10.3138415,1.95920027,-1.956771848,1.774343328,-2.840554563,5.66121189,-0.653660695,2.838589122,93.60689651,7.819990956,6.468346061,6.468346061,4.77005561,3.804887696,3.804887696,2.363317338,2.363317338,1.324128865,1.324128865,0.71833664,0.71833664,-0.57,142.1951606,9.43,6.548623962,7.43,61.43452175,10.423316,0,0,0,0,5.969305288,4.794537184,0,0,0,13.34455882,6.420821623,0,19.51033443,15.21785318,5.969305288,0,0,0,26.18620207,13.08951281,0,0,5.316788604,0,0,0,24.16534549,4.794537184,0,26.18620207,0,0,0,53.91,5.969305288,4.794537184,6.420821623,0,13.08951281,12.84164325,0,0,12.2405258,5.106527395,0,0,10.01199413,10.30319862,0,-0.701158825,0,2.645738851,3.906893896,0,0.857142857,10,3,3,0,0,0,0,0,0,1,2,3,6,0,0,0,0,-0.1754,38.8202,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
3.59,0.797044072,273.337,260.233,273.0692251,96,0.335230743,-0.477638645,0.477638645,0.335230743,32.13353235,10.10050794,2.125361724,-1.958845886,2.315699879,-1.986769219,7.188471503,-0.37691817,2.062735304,744.2401552,13.40541292,10.38213217,11.19862875,9.147867046,5.920875644,6.737372225,4.450167009,5.586916839,3.212760399,4.452123237,2.144696357,3.403809311,-2.14,37397.8494,11.92286316,4.512098561,2.125535801,113.4998872,5.106527395,18.93844355,0,6.327320075,0,5.969305288,4.983978521,9.361636832,0,11.33678588,6.066367068,30.00614704,4.699919916,10.44059869,14.8850431,27.3922353,0,4.567099648,0,13.46849361,0,52.9241586,0,4.983978521,0,0,11.33678588,15.64293233,6.544756406,6.9237372,20.79858736,36.92010842,0,10.08614413,56.37,5.969305288,4.794537184,0,5.563451492,16.63090054,10.44059869,23.46952001,24.78737429,16.47481537,5.106527395,3.096349679,1.655648148,15.25814009,10.16413806,1.569663223,-0.880080887,5.313618827,5.768052437,2.88780376,0,0.142857143,19,2,4,0,0,0,1,2,3,3,1,5,3,0,0,0,3,2.57182,73.611,0,0,0,0,1,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.59,0.632065364,152.173,142.093,152.070605,58,0.335178636,-0.477639249,0.477639249,0.335178636,16.36553395,10.13615662,1.998279104,-1.942011046,2.018330138,-2.469501227,5.869907802,-0.385971668,2.913801563,253.2994976,8.267584714,6.079076525,6.079076525,5.236382105,3.352651539,3.352651539,2.252075989,2.252075989,1.489561483,1.489561483,0.813989312,0.813989312,-1.35,335.4793898,7.753626943,3.163427799,1.782313714,64.4569339,10.84019487,0,0,0,0,5.969305288,0,4.794537184,0,0,12.13273414,12.13273414,5.563451492,12.1082079,15.63473206,5.969305288,0,0,0,6.544756406,0,35.39237126,0,5.733667477,0,0,0,11.07583268,6.544756406,0,15.92144017,24.26546827,0,0,64.94,5.969305288,4.794537184,0,12.1082079,5.563451492,0,24.26546827,0,5.733667477,5.106527395,0,0,10.38493008,8.532785809,5.055428477,-0.888321995,6.720833333,0,0.694344293,0,0.125,11,4,3,0,0,0,1,0,1,1,2,3,2,0,0,0,1,0.1267,39.9934,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
