"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"11217","ClC=2(C=1(C(=NC=CC=1)C(O)=CC=2))","OC1=CC=C(Cl)C2=CC=CN=C21","InChI=1S/C9H6ClNO/c10-7-3-4-8(12)9-6(7)2-1-5-11-9/h1-5,12H","CTQMJYWDVABFRZ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","H+ of NH+","basic",3.68
"11131","N(C=1(C=2(C(C=CC=1)=CC=CC=2)))C","CNC1=CC=CC2=CC=CC=C21","InChI=1S/C11H11N/c1-12-11-8-4-6-9-5-2-3-7-10(9)11/h2-8,12H,1H3","AKEYUWUEAXIBTF-UHFFFAOYSA-N","?","25","potentiometric","a/thermodynamic","H%+&","basic",3.7
"11256","O(C1(=NC(N)=C2(NC=NC2(=N1))))C","COC1N=C2N=CNC2=C(N)N=1","InChI=1S/C6H7N5O/c1-12-6-10-4(7)3-5(11-6)9-2-8-3/h2H,1H3,(H3,7,8,9,10,11)","TUDKBZAMOFJOSO-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","basic",3.7
"12560","ON=C2(C1(=NC=CC=C1C(=NO)C=C2))","O=NC1C=CC(N=O)C2C=CC=NC=21","InChI=1S/C9H7N3O2/c13-11-7-3-4-8(12-14)9-6(7)2-1-5-10-9/h1-5,7-8H","YAQIHBMPEQRRIF-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","prot.","basic",3.7
"10791","O=C(OC)CC1(=C(N)C=CC=C1)","COC(O)=CC1C=CC=CC=1N","InChI=1S/C9H11NO2/c1-12-9(11)6-7-4-2-3-5-8(7)10/h2-6,11H,10H2,1H3","SBIKFWGAZFUMSM-UHFFFAOYSA-N","?","30","spectrophotometric","a1/apparent","NH2-H","basic",3.71
"10279","O=CC1(=CN=CC=C1)","O=CC1=CN=CC=C1","InChI=1S/C6H5NO/c8-5-6-2-1-3-7-4-6/h1-5H","QJZUKDFHGGYHMC-UHFFFAOYSA-N","?","20","mean from 4","a1/apparent","NH(1+)","basic",3.73
"13281","N=2(C1(=NC(=C(C)N=C1C=NC=2C)C))","CC1N=CC2=NC(C)=C(C)N=C2N=1","InChI=1S/C9H10N4/c1-5-6(2)12-9-8(11-5)4-10-7(3)13-9/h4H,1-3H3","ZGWOCNDIGLJDDX-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",3.76
"14388","NC1(=C(C=CC=C1)C(C)(C)C)","CC(C)(C)C1C=CC=CC=1N","InChI=1S/C10H15N/c1-10(2,3)8-6-4-5-7-9(8)11/h4-7H,11H2,1-3H3","AEIOZWYBDBVCGW-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",3.78
"10233","[Br]C1(=CC=C(N)C=C1)","NC1=CC=C(Br)C=C1","InChI=1S/C6H6BrN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2","WDFQBORIUYODSI-UHFFFAOYSA-N","?","23","mean from 6","a1/apparent","NH3(+)","basic",3.79
"16335","O1(C(=CC=C1)CNC2(=NC=NC3(=C2C=NN3C)))","CN1N=CC2C(NCC3=CC=CO3)=NC=NC1=2","InChI=1S/C11H11N5O/c1-16-11-9(6-15-16)10(13-7-14-11)12-5-8-3-2-4-17-8/h2-4,6-7H,5H2,1H3,(H,12,13,14)","SLSBIKJXTHGILH-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",3.8
"16110","S(=O)(=O)(N)C=2(C=1(C(=C(N(C)C)C=CC=1)C=CC=2))","CN(C)C1C=CC=C2C(=CC=CC=12)S(N)(=O)=O","InChI=1S/C12H14N2O2S/c1-14(2)11-7-3-6-10-9(11)5-4-8-12(10)17(13,15)16/h3-8H,1-2H3,(H2,13,15,16)","TYNBFJJKZPTRKS-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",3.8
"13997","ONC1(=NC=NC2(=C1NC=N2))","ONC1=NC=NC2N=CNC1=2","InChI=1S/C5H5N5O/c11-10-5-3-4(7-1-6-3)8-2-9-5/h1-2,11H,(H2,6,7,8,9,10)","CBCQWVQNMGNYEO-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","basic",3.8
"13363","NC2(=C(C1(=CC=CC=C1))C=CC=C2)","NC1C=CC=CC=1C1C=CC=CC=1","InChI=1S/C12H11N/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,13H2","TWBPWBPGNQWFSJ-UHFFFAOYSA-N","?","18","mean from 2","a/thermodynamic","?","basic",3.81
"10310","N1(=C(N=CC=C1)NC)","CNC1N=CC=CN=1","InChI=1S/C5H7N3/c1-6-5-7-3-2-4-8-5/h2-4H,1H3,(H,6,7,8)","BQNXHDSGGRTFNX-UHFFFAOYSA-N","?","22","potentiometric","a/apparent","?","basic",3.82
"16744","O(C3(=CC=C(C=NC2(=NC=1(NC=NC=1C=N2)))C=C3))C","COC1C=CC(C=NC2=NC3NC=NC=3C=N2)=CC=1","InChI=1S/C13H11N5O/c1-19-10-4-2-9(3-5-10)6-14-13-15-7-11-12(18-13)17-8-16-11/h2-8H,1H3,(H,15,16,17,18)","DHPVXJQBIMEMJA-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","NH","basic",3.86
"11146","S(C=1(C=NC2(=CC=CC=C2(C=1))))C","CSC1=CC2=CC=CC=C2N=C1","InChI=1S/C10H9NS/c1-12-9-6-8-4-2-3-5-10(8)11-7-9/h2-7H,1H3","GYORPPNTMWUJCH-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","NH%+&","basic",3.88
"16742","O3(C(N2(C1(=C(N=CN=C1N=C2)N)))C(O)C(C3CO)O)","NC1N=CN=C2N=CN(C3OC(CO)C(O)C3O)C2=1","InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)14-3-15(5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)","UGBOLVVJCMKMDN-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",3.9
"15330","OC(C1(=NC=CC=C1))(C2(=CC=CC=C2))C3(=CC=CC=C3)","OC(C1C=CC=CN=1)(C1C=CC=CC=1)C1C=CC=CC=1","InChI=1S/C18H15NO/c20-18(15-9-3-1-4-10-15,16-11-5-2-6-12-16)17-13-7-8-14-19-17/h1-14,20H","IBNTYLTYDKBLRC-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","prot.","basic",3.9
"13094","S1(CNC(C1)C(=O)OC)","COC(O)C1CSCN=1","InChI=1S/C5H9NO2S/c1-8-5(7)4-2-9-3-6-4/h5,7H,2-3H2,1H3","QBWUKTDGDAIKQC-UHFFFAOYSA-N","?","20","mean from 2","a/apparent","?","basic",3.92
"10200","N1(C(=C(C)C(=C1)C)C)","CC1C(C)=CNC=1C","InChI=1S/C7H11N/c1-5-4-8-7(3)6(5)2/h4,8H,1-3H3","WTMJHBZSSSDBFQ-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",3.94
"12750","N2(=C1(N=CNC1=CC=C2))","C1NC2=CC=CN=C2N=1","InChI=1S/C6H5N3/c1-2-5-6(7-3-1)9-4-8-5/h1-4H,(H,7,8,9)","GAMYYCRTACQSBR-UHFFFAOYSA-N","?",,"potentiometric","a1/apparent","?","basic",3.95
"16649","N2(=C(NC(CC(C)(C)C)(C)C)C1(=C(N(C)N=C1)N=C2))","CC(C)(C)CC(C)(C)NC1=NC=NC2=C1C=NN2C","InChI=1S/C14H23N5/c1-13(2,3)8-14(4,5)18-11-10-7-17-19(6)12(10)16-9-15-11/h7,9H,8H2,1-6H3,(H,15,16,18)","ZRJANANMUOFDQM-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",3.96
"10738","O=[N+]([O-])C1(=CC=C(CON)C=C1)","NOCC1=CC=C(C=C1)[N+]([O-])=O","InChI=1S/C7H8N2O3/c8-12-5-6-1-3-7(4-2-6)9(10)11/h1-4H,5,8H2","OJYSJFUYARGLPG-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",3.96
"17169","ClC=2(C=NC3(=C1(N=CC=CC1=CC=C3(C=2))))","ClC1C=NC2=C3N=CC=CC3=CC=C2C=1","InChI=1S/C12H7ClN2/c13-10-6-9-4-3-8-2-1-5-14-11(8)12(9)15-7-10/h1-7H","GXGJNWOPQOQKQF-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",3.99
"14757","N1(=CN(CC[NH+](CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C=C1)","CCCCCCCCCCCCCCCCN(CCN1C=NC=C1)CCCCCCCCCCCCCCCC","InChI=1S/C37H73N3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-32-39(35-36-40-34-31-38-37-40)33-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h31,34,37H,3-30,32-33,35-36H2,1-2H3","NQNIVXRPZMSASA-UHFFFAOYSA-N","?","20","potentiometric","a2/apparent","?","basic",4.0
"14019","N=1(NC=2(C=C(N)C=CC=2(C=1C)))","CC1=NNC2C=C(N)C=CC=21","InChI=1S/C8H9N3/c1-5-7-3-2-6(9)4-8(7)11-10-5/h2-4H,9H2,1H3,(H,10,11)","HWSCSUHNTVVKSR-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",4.0
"15020","O1(C(=CC=C1)CNC2(=NC=NC3(=C2C=NN3)))","C(NC1=NC=NC2NN=CC1=2)C1=CC=CO1","InChI=1S/C10H9N5O/c1-2-7(16-3-1)4-11-9-8-5-14-15-10(8)13-6-12-9/h1-3,5-6H,4H2,(H2,11,12,13,14,15)","KWGOKOFSPBXMSX-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",4.01
"11230","N1(=C(N=CC2(=C1N=CN2))N(C)C)","CN(C)C1=NC2N=CNC=2C=N1","InChI=1S/C7H9N5/c1-12(2)7-8-3-5-6(11-7)10-4-9-5/h3-4H,1-2H3,(H,8,9,10,11)","BXJVBCCMZKYRGE-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",4.02
"14366","ON=C(N)C1(=C(C=CC=C1)C)","CC1C=CC=CC=1C(N)N=O","InChI=1S/C8H10N2O/c1-6-4-2-3-5-7(6)8(9)10-11/h2-5,8H,9H2,1H3","DZDCKNBVRCMURN-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.03
"13045","O=CC1(=C(O)C=NC=C1)","OC1C=NC=CC=1C=O","InChI=1S/C6H5NO2/c8-4-5-1-2-7-3-6(5)9/h1-4,9H","NVLPDIRQWJSXLZ-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","basic",4.05
"17532","ON=CNO","ONCN=O","InChI=1S/CH4N2O2/c4-2-1-3-5/h2,4H,1H2","STEXHDFRCHYECK-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",4.05
"11581","O=C(NC1(=NC=CC=C1))C","C/C(/O)=N\C1=CC=CC=N1","InChI=1S/C7H8N2O/c1-6(10)9-7-4-2-3-5-8-7/h2-5H,1H3,(H,8,9,10)","QROKOTBWFZITJZ-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",4.09
"13310","N2(C1(=C(C=C(C)C=C1)C(C2)CC[NH3+]))","CC1C=C2C(CCN)CNC2=CC=1","InChI=1S/C11H16N2/c1-8-2-3-11-10(6-8)9(4-5-12)7-13-11/h2-3,6,9,13H,4-5,7,12H2,1H3","HXPPCMZVFDWLKN-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","N-H","basic",4.1
"12976","[O-][N+]1(=C(C=C(N)C=C1)C)","CC1C=C(N)C=C[N+]=1[O-]","InChI=1S/C6H8N2O/c1-5-4-6(7)2-3-8(5)9/h2-4H,7H2,1H3","RREPHEITESUMCK-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","basic",4.1
"14682","O(CCN(C1(=CC=CC=C1))CCOC)C","COCCN(CCOC)C1C=CC=CC=1","InChI=1S/C12H19NO2/c1-14-10-8-13(9-11-15-2)12-6-4-3-5-7-12/h3-7H,8-11H2,1-2H3","IOMDLUILHJBWSF-UHFFFAOYSA-N","?","24.9","spectrophotometric","a1/apparent","NH","basic",4.11
"13427","ClC=2(C=1(C(=NC=CC=1)C(OC)=CC=2))","COC1=CC=C(Cl)C2=CC=CN=C12","InChI=1S/C10H8ClNO/c1-13-9-5-4-8(11)7-3-2-6-12-10(7)9/h2-6H,1H3","YZCSDQVSXILXPK-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","H+ of NH+","basic",4.13
"11742","O(C1(=CC(N)=CC=C1))CC","CCOC1C=CC=C(N)C=1","InChI=1S/C8H11NO/c1-2-10-8-5-3-4-7(9)6-8/h3-6H,2,9H2,1H3","WEZAHYDFZNTGKE-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","NH3(+)","basic",4.15
"16704","O3(C(N2(C1(=C(C=C(C)C=C1)N=C2)))C(O)C(O)C(C3)O)","CC1=CC2N=CN(C3OCC(O)C(O)C3O)C=2C=C1","InChI=1S/C13H16N2O4/c1-7-2-3-9-8(4-7)14-6-15(9)13-12(18)11(17)10(16)5-19-13/h2-4,6,10-13,16-18H,5H2,1H3","MTEIIMUEMOUYFA-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.17
"10628","O(C1(=NC(N)=C(C#N)C(=C1)N))C","COC1C=C(N)C(C#N)=C(N)N=1","InChI=1S/C7H8N4O/c1-12-6-2-5(9)4(3-8)7(10)11-6/h2H,1H3,(H4,9,10,11)","RTXAXAWUTABNJL-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",4.17
"15692","S(=O)(=O)(NC1(=CN=C(N)C=C1))C2(=CC=C(N)C=C2)","NC1C=CC(=CC=1)S(=O)(=O)NC1=CN=C(N)C=C1","InChI=1S/C11H12N4O2S/c12-8-1-4-10(5-2-8)18(16,17)15-9-3-6-11(13)14-7-9/h1-7,15H,12H2,(H2,13,14)","LVQULDWBTMQSCU-UHFFFAOYSA-N","?",,"potentiometric","b1/apparent","?","basic",4.19
"10764","S(CC1(=NC(=CC=C1)CSC))C","CSCC1C=CC=C(CSC)N=1","InChI=1S/C9H13NS2/c1-11-6-8-4-3-5-9(10-8)7-12-2/h3-5H,6-7H2,1-2H3","RAICPCFODOXJBO-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",4.19
"15162","N(C1(=C(N)C=C(C)C=C1))=C2(C=CC(=N)C=C2)","CC1=CC(N)=C(C=C1)N=C1C=CC(=N)C=C1","InChI=1S/C13H13N3/c1-9-2-7-13(12(15)8-9)16-11-5-3-10(14)4-6-11/h2-8,14H,15H2,1H3","SURGMNFECSMXFC-UHFFFAOYSA-N","?","30","spectrophotometric","a1/apparent","?","basic",4.2
"14586","[O-]C1(=[N+](C=CC(=N1)N(C)C)C)","CN(C)C1=CC=[N+](C)C(O)=N1","InChI=1S/C7H11N3O/c1-9(2)6-4-5-10(3)7(11)8-6/h4-5H,1-3H3/p+1","DHGBSOMRGXWRSE-UHFFFAOYSA-O","?",,,"a/apparent","?","basic",4.2
"12539","N2(=C(NC(C)C)C1(=C(N(C)N=C1)N=C2))","CC(C)NC1=NC=NC2=C1C=NN2C","InChI=1S/C9H13N5/c1-6(2)13-8-7-4-12-14(3)9(7)11-5-10-8/h4-6H,1-3H3,(H,10,11,13)","QCNKANMXWVTKBH-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",4.22
"13415","O(C1(=CN=CC=C1))C2(=CC=CC=C2)","C1N=CC=CC=1OC1C=CC=CC=1","InChI=1S/C11H9NO/c1-2-5-10(6-3-1)13-11-7-4-8-12-9-11/h1-9H","KDGUIKPOZGYLQJ-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",4.24
"13436","N2(=C(NCC)C1(=C(N(C)N=C1)N=C2))","CCNC1=NC=NC2=C1C=NN2C","InChI=1S/C8H11N5/c1-3-9-7-6-4-12-13(2)8(6)11-5-10-7/h4-5H,3H2,1-2H3,(H,9,10,11)","USRVGNHEIXGHPP-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",4.24
"11680","[Br]C1(=CC=C(N(C)C)C=C1)","CN(C)C1C=CC(Br)=CC=1","InChI=1S/C8H10BrN/c1-10(2)8-5-3-7(9)4-6-8/h3-6H,1-2H3","XYZWMVYYUIMRIZ-UHFFFAOYSA-N","?","20","mean from 2","a/thermodynamic","?","basic",4.25
"12536","N2(=C(NCCC)C1(=C(N(C)N=C1)N=C2))","CCCNC1=NC=NC2=C1C=NN2C","InChI=1S/C9H13N5/c1-3-4-10-8-7-5-13-14(2)9(7)12-6-11-8/h5-6H,3-4H2,1-2H3,(H,10,11,12)","JPVMCSXKFPMWDB-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",4.25
"10833","O(CCNC1(=CC(=CC=C1)C))C","CC1C=C(C=CC=1)NCCOC","InChI=1S/C10H15NO/c1-9-4-3-5-10(8-9)11-6-7-12-2/h3-5,8,11H,6-7H2,1-2H3","OGXBDPVULQEBSG-UHFFFAOYSA-N","?","24.9","spectrophotometric","a1/apparent","NH","basic",4.29
"14391","NC1(=C(C(=CC(=C1C)C)C)C)","CC1=CC(C)=C(C)C(N)=C1C","InChI=1S/C10H15N/c1-6-5-7(2)9(4)10(11)8(6)3/h5H,11H2,1-4H3","ZCZPJZYQBNOPLT-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.3
"11988","N1(=NC=CC2(=C1CCCC2))","C1CCCC2N=NC=CC=21","InChI=1S/C8H10N2/c1-2-4-8-7(3-1)5-6-9-10-8/h5-6H,1-4H2","ZHWMMBNNMMYAIB-UHFFFAOYSA-N","?","17","potentiometric","a/apparent","?","basic",4.3
"13987","N2(=C(NC)C=1(NC=NC=1N=C2))","CNC1=NC=NC2N=CNC1=2","InChI=1S/C6H7N5/c1-7-5-4-6(10-2-8-4)11-3-9-5/h2-3H,1H3,(H2,7,8,9,10,11)","CKOMXBHMKXXTNW-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","basic",4.31
"13833","N2(=CC(C=1(NC=CC=1))=CC=C2)","C1=NC=CC=C1C1=CC=CN1","InChI=1S/C9H8N2/c1-3-8(7-10-5-1)9-4-2-6-11-9/h1-7,11H","CBTWKRLUNDZXIF-UHFFFAOYSA-N","?","24",,"b/apparent","?","basic",4.32
"11582","O=C(N)CC1(=NC=CC=C1)","N=C(O)CC1=CC=CC=N1","InChI=1S/C7H8N2O/c8-7(10)5-6-3-1-2-4-9-6/h1-4H,5H2,(H2,8,10)","UXVCEKRAZBZVSL-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",4.34
"11097","OCC1(=NC=2(C=CC=CC=2(N1C)))","CN1C(CO)=NC2C=CC=CC1=2","InChI=1S/C9H10N2O/c1-11-8-5-3-2-4-7(8)10-9(11)6-12/h2-5,12H,6H2,1H3","SQRSIOZFPSFABI-UHFFFAOYSA-N","?","298",,"a1/apparent","N(+)-H","basic",4.36
"11634","NC1(=C(C=C(C)C=C1C)C)","CC1C=C(C)C=C(C)C=1N","InChI=1S/C9H13N/c1-6-4-7(2)9(10)8(3)5-6/h4-5H,10H2,1-3H3","KWVPRPSXBZNOHS-UHFFFAOYSA-N","?","25","mean from 2","a/thermodynamic","?","basic",4.37
"11679","ClC1(=CC=C(N(C)C)C=C1)","CN(C)C1C=CC(Cl)=CC=1","InChI=1S/C8H10ClN/c1-10(2)8-5-3-7(9)4-6-8/h3-6H,1-2H3","IONGEXNDPXANJD-UHFFFAOYSA-N","?","20","spectrophotometric","a/thermodynamic","?","basic",4.39
"16873","O=C(C1(=CC=CC=C1))CC4(=NC3(=C2(N=CC=CC2=CC=C3C=C4)))","OC(=CC1C=CC2C=CC3C=CC=NC=3C=2N=1)C1C=CC=CC=1","InChI=1S/C20H14N2O/c23-18(14-5-2-1-3-6-14)13-17-11-10-16-9-8-15-7-4-12-21-19(15)20(16)22-17/h1-13,23H","WTEUFEBLVJHBEY-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",4.4
"11758","O(N)CC1(=CC=C(C)C=C1)","CC1=CC=C(CON)C=C1","InChI=1S/C8H11NO/c1-7-2-4-8(5-3-7)6-10-9/h2-5H,6,9H2,1H3","MLWXTMVARHZBPA-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",4.4
"11615","NC1(=C(C=CC=C1)C(C)C)","CC(C)C1C=CC=CC=1N","InChI=1S/C9H13N/c1-7(2)8-5-3-4-6-9(8)10/h3-7H,10H2,1-2H3","YKOLZVXSPGIIBJ-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.42
"11584","O=C(NC1(=CN=CC=C1))C","C/C(/O)=N\C1C=NC=CC=1","InChI=1S/C7H8N2O/c1-6(10)9-7-3-2-4-8-5-7/h2-5H,1H3,(H,9,10)","JVYIBLHBCPSTKF-UHFFFAOYSA-N","?","23","mean from 2","a/apparent","?","basic",4.44
"11732","OB(O)C1(=CC(N)=CC=C1)","NC1C=C(C=CC=1)B(O)O","InChI=1S/C6H8BNO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4,9-10H,8H2","JMZFEHDNIAQMNB-UHFFFAOYSA-N","?","25","potentiometric","apparent","NH3+","basic",4.46
"13369","N=1(C=2(C(C(C)=CC=1C)=CC=CC=2C))","CC1C=CC=C2C=1N=C(C)C=C2C","InChI=1S/C12H13N/c1-8-5-4-6-11-9(2)7-10(3)13-12(8)11/h4-7H,1-3H3","UAPYNUQREMCVSV-UHFFFAOYSA-N","?","25","potentiometric","b/apparent","?","basic",4.48
"12725","N2(=C1(NC=CC1=CC=C2))","C1=CC=C2C=CNC2=N1","InChI=1S/C7H6N2/c1-2-6-3-5-9-7(6)8-4-1/h1-5H,(H,8,9)","MVXVYAKCVDQRLW-UHFFFAOYSA-N","?","26","potentiometric","a1/apparent","?","basic",4.48
"13900","NC1(=C2(C(=CC=C1)CCCC2))","NC1C=CC=C2CCCCC2=1","InChI=1S/C10H13N/c11-10-7-3-5-8-4-1-2-6-9(8)10/h3,5,7H,1-2,4,6,11H2","SODWJACROGQSMM-UHFFFAOYSA-N","?","16","potentiometric","a/apparent","?","basic",4.5
"15006","N=1(C=3(C(C=C2(C=1C=CC(=C2)C))=CC(C)=CC=3))","CC1=CC2=CC3=CC(C)=CC=C3N=C2C=C1","InChI=1S/C15H13N/c1-10-3-5-14-12(7-10)9-13-8-11(2)4-6-15(13)16-14/h3-9H,1-2H3","ITLFEIRERKXAAO-UHFFFAOYSA-N","?","25.5","potentiometric","b/apparent","?","basic",4.5
"16833","OC=2(C1(=NC=CC=C1C=CC=2C(C=C)CC(CC(C)(C)C)(C)C))","CC(C)(C)CC(C)(C)CC(C=C)C1C=CC2=CC=CN=C2C=1O","InChI=1S/C21H29NO/c1-7-15(13-21(5,6)14-20(2,3)4)17-11-10-16-9-8-12-22-18(16)19(17)23/h7-12,15,23H,1,13-14H2,2-6H3","VOHHCUUIBNXCNP-UHFFFAOYSA-N","?","25",,"a1/apparent","N-H","basic",4.51
"16330","N3(=C(N)C2(=C(N(C1(=CC=CC=C1))N=C2)N=C3C))","CC1N=C(N)C2C=NN(C=2N=1)C1C=CC=CC=1","InChI=1S/C12H11N5/c1-8-15-11(13)10-7-14-17(12(10)16-8)9-5-3-2-4-6-9/h2-7H,1H3,(H2,13,15,16)","MIJQMGBQCRWZJQ-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",4.52
"16227","O=C(OC1(=NC(=NC(=C1C)C)N(C)C))N(C)C","CC1N=C(N=C(OC(=O)N(C)C)C=1C)N(C)C","InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3","YFGYUFNIOHWBOB-UHFFFAOYSA-N","?","24","mean from 2","a1/apparent","?","basic",4.53
"14509","OCCCNC1(=CC=CC=C1)","OCCCNC1C=CC=CC=1","InChI=1S/C9H13NO/c11-8-4-7-10-9-5-2-1-3-6-9/h1-3,5-6,10-11H,4,7-8H2","GZYBSURBYCLNSM-UHFFFAOYSA-N","?","24.9","spectrophotometric","a1/apparent","NH","basic",4.53
"12468","N(C1(=CC=CC=C1))=CC2(=CC=CC=C2)","C(=NC1C=CC=CC=1)C1C=CC=CC=1","InChI=1S/C13H11N/c1-3-7-12(8-4-1)11-14-13-9-5-2-6-10-13/h1-11H","UVEWQKMPXAHFST-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","N=CH","basic",4.55
"13125","O=CC1(=NC(=CC=C1)C)","CC1=CC=CC(C=O)=N1","InChI=1S/C7H7NO/c1-6-3-2-4-7(5-9)8-6/h2-5H,1H3","AHISYUZBWDSPQL-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",4.55
"13770","S2(C1(=NC(=NC(=C1N=C2)N)C))","CC1N=C2SC=NC2=C(N)N=1","InChI=1S/C6H6N4S/c1-3-9-5(7)4-6(10-3)11-2-8-4/h2H,1H3,(H2,7,9,10)","LPBAQFKQPJQMEZ-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",4.56
"16016","N=1(C=3(C(C2(=CC=CC=C2(C=1)))=CC=CC=3))","C1=NC2=CC=CC=C2C2=CC=CC=C21","InChI=1S/C13H9N/c1-2-6-11-10(5-1)9-14-13-8-4-3-7-12(11)13/h1-9H","RDOWQLZANAYVLL-UHFFFAOYSA-N","?","20","mean from 2","a/apparent","NH+","basic",4.58
"15734","N(C2(=CC=C(C=CC1(=C(C=CC=C1)C))C=C2))(C)C","CC1C=CC=CC=1C=CC1C=CC(=CC=1)N(C)C","InChI=1S/C17H19N/c1-14-6-4-5-7-16(14)11-8-15-9-12-17(13-10-15)18(2)3/h4-13H,1-3H3","UFLSFHMZKBRTEE-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",4.59
"10792","O(C1(=CC=C(N(CO)C)C=C1))C","COC1C=CC(=CC=1)N(C)CO","InChI=1S/C9H13NO2/c1-10(7-11)8-3-5-9(12-2)6-4-8/h3-6,11H,7H2,1-2H3","UEZZAXBOCZHGNI-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",4.59
"13677","O(CCNC1(=CC=C(C)C=C1))CC","CC1C=CC(=CC=1)NCCOCC","InChI=1S/C11H17NO/c1-3-13-9-8-12-11-6-4-10(2)5-7-11/h4-7,12H,3,8-9H2,1-2H3","ODZIZPZRSGOGOG-UHFFFAOYSA-N","?","24.9","spectrophotometric","a1/apparent","NH","basic",4.6
"12090","N2(=C1(N=C(C)NC1=CC=C2))","CC1NC2=CC=CN=C2N=1","InChI=1S/C7H7N3/c1-5-9-6-3-2-4-8-7(6)10-5/h2-4H,1H3,(H,8,9,10)","FZESPVBONPPRAW-UHFFFAOYSA-N","?","25","potentiometric","b1/apparent","?","basic",4.6
"16332","N3(=C(NC1(=CC=CC=C1))C=2(NN=C(C=2N=C3)C))","CC1=NNC2C(NC3C=CC=CC=3)=NC=NC=21","InChI=1S/C12H11N5/c1-8-10-11(17-16-8)12(14-7-13-10)15-9-5-3-2-4-6-9/h2-7H,1H3,(H,16,17)(H,13,14,15)","FWWKXDIHDPNQAK-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",4.61
